INFRA_ID,NAME,LINK,AI_TYPE,ORGANIZATION_MATURITY,PARENT_ORGANIZATION,TASKS,INFERENCE_LOCATION,MODEL_PRIVATE_OR_PUBLIC,POTENTIAL_FOR_IP,REASON_FOR_IP,DESCRIPTION,SOFTWARE_TYPE,EXPECTED_INPUT,GENERATED_OUTPUT,EULA_LINK,FOUNDATIONAL_MODEL,BUSINESS_MODEL,LEGAL_CASE_PENDING,HAS_API,YEAR_COMPANY_FOUNDED,YEAR_LAUNCHED,FUNDING,FUNDING_DEF
5aa0bea0-cb7d-45e3-a5ce-b050271584e1,Katalist Storytelling Studio,https://www.katalist.ai/,GenAI,Startup,Katalist AI,"Create Visual Style, Previsualize Production",Cloud,Private,TBD,Interactive stories generated are fully user-defined and owned.,A tool for creating interactive stories and experiences using text-based inputs.,Cloud Software,Text,Text,,Diffusion,Subscription (Freemium),NO,NO,2023,2023,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
846da290-76e1-47d7-8315-a84738482456,Skyglass,https://www.skyglass.com/,GenAI,Startup,SkyGlass,"Create Visual Style, Shoot, Previsualize Production, Create Visual Effects",Cloud,Private,TBD,Creates virtual production environments and 3D scenes from scratch.,Virtual production tool for generating 3D environments and green screen backdrops.,Cloud Software,"Image, Video",3D,,Proprietary,Subscription,NO,NO,2024,2024,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
8972b4a2-f3d1-4ca8-b2dc-4e4a29e4fd83,Museclip AI,https://museclip.ai/,GenAI,Startup,Museclip AI,"Create Visual Style, Shoot, Previsualize Production, Create Visual Effects",Cloud,Private,TBD,"AI-curated content may involve pre-existing models or proprietary data, leading to unclear IP.",An AI platform for generating and curating short-form creative video content.,Cloud Software,"3D, Image, Text",Video,,Proprietary,Subscription (Freemium),YES,YES,2025,2024,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
2e6a7efd-f8db-4d1f-ad97-a77bc66cfd73,Mocha Studio,https://borisfx.com/products/mocha-pro,ML,Mature,BorisFX,Create Visual Effects,Local,Private,TBD,Motion tracking and visual effects are user-defined and fully owned.,A motion tracking and visual effects tool used for advanced video editing and compositing.,Desktop Software,"Image, Video",Video,,Proprietary,License/Subscription,NO,YES,1995,2014,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
8dfba55e-5267-4ca1-b237-b1c89e5f8d36,Wonder Studio,https://wonderdynamics.com/,GenAI,Mature,Autodesk,"Create Visual Effects, Previsualize Production",Cloud,Private,TBD,"AI-driven character animations involve proprietary algorithms, leading to unclear IP ownership.",An AI platform for automatically animating and compositing CG characters into live-action footage.,Cloud Software,"3D, Video",Video,,Proprietary,Subscription,NO,NO,1982,2024,Public,"Companies that list their shares on a public stock exchange, allowing anyone to invest and trade shares. This category reflects organizations that have completed an IPO or are otherwise publicly traded."
75aa7e52-4ebb-49ba-8082-8a8dc83f841d,Visual Electric,https://visualelectric.com/,GenAI,Startup,Visual Electric Company,"Create Visual Style, Previsualize Production, Create Visual Effects",Cloud,Private,TBD,"AI-generated visual effects may involve proprietary algorithms, leading to unclear IP ownership.",A creative suite for generating immersive visual effects and animations powered by AI.,Cloud Software,"Image, Text","Image, Video",,Diffusion,Subscription,NO,YES,2024,2024,Alternative,"Non-traditional financing sources beyond typical venture capital or personal funds. Includes private equity, grants, crowdfunding, debt financing, and convertible notes. Often used to supplement or replace early venture funding."
714411cc-aaec-4030-9d2a-d5244b4c8b7d,Sky Walker Sound,https://cinnafilm.com/product/skywalker-sound-tools/,ML,Mature,Disney,"Mix Audio, Finish, Deliver Master",Local,Private,LOW,Custom audio and sound design created is fully owned by the user/client.,A renowned audio post-production company specializing in sound design and mixing for films and media.,Desktop Software,Audio,Audio,,Proprietary,N/A (Internal Tool),YES,YES,2011,2024,Public,"Companies that list their shares on a public stock exchange, allowing anyone to invest and trade shares. This category reflects organizations that have completed an IPO or are otherwise publicly traded."
7a245ffe-42e1-4019-b272-5fed0cd03325,Mubert,https://mubert.com/,GenAI,Startup,"Mubert, Inc.","Create Music, Create Sound, Mix Audio",Cloud,Private,TBD,Combines human-contributed samples with generative algorithms to create unique royalty-free tracks.,"Mubert generates royalty-free music on demand using AI. Users enter mood, genre, or prompt to receive customized music tracks.",Cloud Software,"Audio, Image, Text, Video",Audio,,Proprietary,Subscription (Freemium),NO,YES,2017,2015,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
44e1935a-4730-46f5-8f09-74cd12bfd788,Toon Boom Ember,https://www.toonboom.com/ember,GenAI,Mature,Toon Boom,Create Visual Effects,Hybrid,Private,TBD,,A 2D animation software that uses AI to automate and accelerate the animation workflow. It is designed to work in conjunction with other Toon Boom products like Harmony.,Desktop Software,"Image, Text","Image, Text",,Proprietary,Subscription,NO,NO,2016,2024,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
349e07ec-6538-4969-808e-b2238c2d81e2,Resemble Voice Generator,https://www.resemble.ai/,GenAI and ML,Mid,Resemble Voice Generator,"Create Sound, Create Music, Mix Audio",Cloud,Private,HIGH,Generates custom synthetic voices for unique audio content.,"Creates custom synthetic voices for dubbing, games, and interactive content.",Cloud Software,"Audio, Text",Audio,,Proprietary,Subscription/License (B2B),YES,NO,2020,2020,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
65eca094-ddf8-40f9-86ec-539558d831d8,Pex,https://pex.com/,GenAI and ML,Startup,Pex,Distribution,Cloud,Private,TBD,Platform handles licensing and copyright management but does not create new IP.,A platform for managing copyright and licensing of video and audio content across digital platforms.,Cloud Software,"Audio, Video","Audio, Video",,Proprietary,License,NO,NO,2006,2014,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
d7a85346-c6c7-40a1-8fd6-de8d50d0fe00,Sora,https://openai.com/index/sora/,GenAI,Startup,"OpenAI, L.P.","Create Visual Style, Shoot, Previsualize Production, Create Visual Effects",Cloud,Private,TBD,"AI-driven HR processes involve automation, not original content creation.","An AI tool designed to simplify HR processes like onboarding, employee management, and analytics.",Cloud Software,"Audio, Text",Video,,Multimodal,Subscription,YES,NO,2015,2024,Alternative,"Non-traditional financing sources beyond typical venture capital or personal funds. Includes private equity, grants, crowdfunding, debt financing, and convertible notes. Often used to supplement or replace early venture funding."
389c400e-b6f4-47e3-9820-615fd09de974,Seedance,https://seed.bytedance.com/en/seedance,GenAI,Mature,ByteDance,"Develop Creative Style, Previsualize, Shoot",Cloud,Private,TBD,"ByteDanceÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s proprietary multi-shot video generation model offers high temporal consistency, scene coherence, and prompt adherence for visual storytelling.",High-resolution text-to-video model that creates cinematic and consistent short clips from narrative prompts or compositional instructions.,Cloud Software,"Text, Video",Video,,Proprietary,N/A (Internal Tool),YES,YES,2012,2025,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
f0cb25a6-a81b-48f9-a784-3da74f79b9e0,PixVerse,https://app.pixverse.ai/,GenAI,Startup,MOTIVAI Pvt Ltd,"Develop Creative Style, Previsualize, Shoot",Cloud,Private,TBD,Fast looping generation; high speed,Generates video,Cloud Software,Text,Video,,Diffusion,Subscription (Freemium),NO,NO,2023,2023,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
ea1c5793-3373-4477-b66c-49c37735c0bd,Massif,https://www.massif.network,GenAI and ML,Startup,Massif Network,"Scout Locations, Plan Production",Cloud,Private,TBD,"Uses proprietary AI search algorithms, metadata tagging, and environmental data aggregation to match filming locations to natural language prompts.","AI-powered location scouting platform that allows filmmakers to search for and visualize shooting locations based on natural language prompts. Includes environmental metadata like light conditions, accessibility, and permits.",Cloud Software,Text,Text,https://www.massif-studio.com/en-US/terms-of-service,Proprietary,Subscription/License,Info Not Public,NO,2008,2025,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
5f100d8f-511a-4734-aa5b-9303208cb4c4,Audioshake,https://www.audioshake.ai/,ML,Mid,AudioShake.ai,"Create Sound, Create Music, Mix Audio",Cloud,Private,TBD,Separates and enhances stems to create new versions of existing music.,"Separates audio stems to enable remixes, localization, and cleanup.",Cloud Software,Audio,Audio,https://www.audioshake.ai/terms,Proprietary,License,Info Not Public,YES,2020,2020,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
d192e482-4b61-4d5d-acca-dc9a49e57a8c,Landr,https://www.landr.com/,ML,Mid,Landr,"Mix Audio, Deliver Master",Cloud,Private,LOW,"AI-generated music mastering involves proprietary models, leading to unclear IP ownership.",An AI-driven music mastering and distribution platform for artists and producers.,Cloud Software,Audio,Audio,https://www.landr.com/acceptable-use/,Proprietary,Subscription,Info Not Public,YES,2014,2014,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
410449e1-8ade-4d55-a72d-c83b3b483221,NVIDIA Omniverse,https://www.nvidia.com/en-us/omniverse/,GenAI and ML,Mature,Nvidia,"Create Visual Style, Previsualize Production, Create Visual Effects",Hybrid,Private,TBD,Outputs are user-designed and entirely user-owned within the platform's ecosystem.,A collaborative platform for 3D design and real-time simulation powered by AI and RTX tech.,Cloud Software,"3D, Text, Video","3D, Image, Video",https://www.nvidia.com/en-us/legal/nvidia-omniverse-eula/,Multimodal,Free/License,Info Not Public,NO,2021,2024,Public,"Companies that list their shares on a public stock exchange, allowing anyone to invest and trade shares. This category reflects organizations that have completed an IPO or are otherwise publicly traded."
92687bc2-56f2-417b-b360-1a5f07be9c61,PFTrack,https://www.thepixelfarm.co.uk/pftrack,ML,Mature,The Pixel Farm,Create Visual Effects,Local,Private,LOW,"Uses pre-existing footage and tracking, so ownership of derived work might vary.",A match-moving and tracking software for integrating 3D elements into live-action footage.,Desktop Software,"3D, Video",Video,https://www.thepixelfarm.co.uk/terms-of-use,Proprietary,License,Info Not Public,NO,2002,2004,Alternative,"Non-traditional financing sources beyond typical venture capital or personal funds. Includes private equity, grants, crowdfunding, debt financing, and convertible notes. Often used to supplement or replace early venture funding."
f00d9b92-103c-4f7a-8f57-61042817e810,Deep Make,https://deepmake.com/,GenAI,Startup,Arkavian Inc,"Create Visual Style, Previsualize Production, Create Visual Effects",Cloud,Private,TBD,AI-generated creative assets may involve unclear ownership policies.,"An AI tool for generating custom creative assets, such as videos and images, for content creators.",Desktop Software,"Image, Text",3D,https://deepmake.io/pages/terms-and-conditions,Proprietary,Subscription,Info Not Public,NO,2003,2022,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
c457f318-862c-4081-805d-36c8db7adc3f,Pixop,https://www.pixop.com/,ML,Startup,SAS FLIM,"Finish, Create Visual Effects",Cloud,Private,LOW,Video enhancements and remastering are user-defined and fully owned.,A cloud-based video enhancement platform for upscaling and remastering video content with AI.,Cloud Software,Video,Video,https://www.pixop.com/legal/tos,Proprietary,Subscription/License,Info Not Public,YES,2024,2017,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
f94f3782-f216-47b8-9c0a-2cd08b3d42a6,Bria,https://bria.ai/,GenAI,Startup,Bria.ai,"Create Visual Style, Shoot, Previsualize Production, Create Visual Effects",Cloud,Private,TBD,Creates entirely new marketing visuals using generative AI.,AI design platform for generating marketing visuals and brand creatives.,Cloud Software,"Image, Text",Image,https://bria.ai/terms-and-conditions,Diffusion,Subscription/License (B2B),Info Not Public,YES,1982,2020,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
e276f480-c9a4-4e65-bbe1-8367d5862405,Storywork,https://www.storywork.io/,GenAI,Startup,Storywork FZ-LLC,"Writing, Write Script",Cloud,Private,TBD,Enables users to create unique storylines and narrative content.,Platform for developing and managing interactive story experiences.,Cloud Software,Text,Text,https://www.storywork.io/terms-of-use,LLM,Subscription (B2B),Info Not Public,NO,2021,2022,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
4ec4d48f-4e8b-45e9-8d3a-052b43ea35c8,Alpha3D,https://www.alpha3d.io/,GenAI,Startup,Alpha3D,"Create Visual Style, Shoot, Previsualize Production, Create Visual Effects",Cloud,Private,TBD,Generates 3D models from 2D images or sketches.,Converts images or sketches into photorealistic 3D models using AI.,Cloud Software,"Image, Text",3D,https://www.alpha3d.io/terms-of-service/,Diffusion,Subscription (Freemium),Info Not Public,YES,2018,2023,Alternative,"Non-traditional financing sources beyond typical venture capital or personal funds. Includes private equity, grants, crowdfunding, debt financing, and convertible notes. Often used to supplement or replace early venture funding."
e7ded5d4-0c44-4d28-a6c8-1d8be083539b,Taskade Storyboard Generator,https://www.taskade.com/generate/video-production/storyboard,GenAI,Startup,Taskade!,"Edit, Previsualize Production",Cloud,Private,HIGH,Helps users generate original visual storyboards for planning content.,AI tool to create structured visual storyboards from scripts or outlines.,Cloud Software,Text,"Image, Text",https://taskade.com/terms/,LLM,Subscription (Freemium),Info Not Public,NO,2017,2024,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
475dbf18-97e7-4356-ba7d-d735a8b071cd,Pika Labs,https://pika.art/,GenAI,Startup,Pika,"Create Visual Effects, Previsualize",Cloud,Private,TBD,,"An AI video platform that allows users to generate, edit, and style videos from various inputs. Pika 1.0 can generate video in diverse styles like 3D animation, anime, and cinematic.",Cloud Software,"Image, Text, Video",Video,https://www.pika.art/terms,Diffusion,Subscription (Freemium),Info Not Public,NO,2023,2022,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
d0ca4c7e-660b-45a7-94ab-7d0d8d868d25,Blanc,https://useblanc.com/,GenAI,Startup,Blanc Inc.,"Mastering, Finish, Distribution",Cloud,Private,TBD,"AI-generated visual effects may involve proprietary algorithms, leading to unclear IP ownership.",An AI-powered tool for creating immersive visual effects and creative designs.,Cloud Software,Text,Image,https://www.blancs.com/pages/terms-of-service,Proprietary,Subscription (B2B),Info Not Public,NO,2020,2013,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
6e7248c5-33dc-49a3-b455-a6be891ed68a,Colorlab.ai,https://colourlab.ai/,GenAI,Startup,Colorlab AI,"Create Visual Effects, Previsualize Production, Finish, Create Visual Style",Cloud,Private,TBD,Color grading outputs are user-defined and fully owned.,An AI-based color grading tool designed to simplify and enhance the post-production workflow.,Desktop Software,"Image, Video",Video,https://colourlab.ai/terms-conditions/,Proprietary,License (B2B),Info Not Public,NO,2020,2020,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
849cfe86-fdfb-49bc-9729-5b6f79082d26,Prewrite,https://prewrite.com/,GenAI,Startup,Prewrite,Producers,Cloud,Private,TBD,Enables generation of unique story structures and plot elements.,Story outlining tool that helps visualize and plan original narratives.,Cloud Software,Text,Text,https://prewrite.com/terms,LLM,Subscription (Freemium),Info Not Public,NO,2011,2024,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
29313d01-1627-4bd1-b814-c6cf416234bb,Vitrina,https://vitrina.ai/,GenAI,Startup,"VDO VITRINA, INC.",Plan Production,Cloud,Private,TBD,Generates proprietary market insights and benchmarking data visuals.,Market intelligence platform with generative dashboards and insights.,Cloud Software,Video,Video,https://vitrina.com/terms-of-service/,Proprietary,Subscription (Freemium),Info Not Public,NO,2020,2025,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
28f5c0d9-0844-4acf-a9b4-be251b0ab851,Masterpiece X â€“ Generate,https://www.masterpiecex.com,GenAI,Startup,Masterpiece Studio,Create Visual Effects,Cloud,Private,TBD,Combines NVIDIA Picasso with proprietary pipeline,Generates low-poly 3D assets with optional animation-ready rigging,Cloud Software,Text,3D,https://www.masterpiecestudio.com/terms-of-use,Diffusion,Subscription (Freemium),Info Not Public,NO,2024,2024,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
bb123b9c-a646-4618-90dc-fb7b4b406dde,Maekersuite,https://maekersuite.com/,GenAI,Startup,Maekersuite Ltd.,"Breakdown, Plan production",Cloud,Private,TBD,Generates original video scripts and creative briefs using AI.,AI platform to generate video scripts and creative briefs.,Cloud Software,Text,"Text, Video",https://maekersuite.com/terms-conditions,LLM,Subscription,Info Not Public,NO,2020,2020,Alternative,"Non-traditional financing sources beyond typical venture capital or personal funds. Includes private equity, grants, crowdfunding, debt financing, and convertible notes. Often used to supplement or replace early venture funding."
298fccc4-f91b-4e8d-a0fa-c642333bda00,Leonardo,https://leonardo.ai/,GenAI,Startup,Leonardo Interactive Pty Ltd,"Create Visual Style, Shoot, Previsualize Production, Create Visual Effects",Cloud,Private,TBD,"AI-generated art may involve proprietary models, leading to unclear ownership policies.","A creative AI tool for generating unique art, illustrations, and textures for various design needs.",Cloud Software,"3D, Image",Image,https://leonardo.ai/terms-of-service/,Diffusion,Subscription (Freemium),Info Not Public,YES,2022,2022,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
d8888b33-4ab9-4c1a-814b-be20272b4a5f,Synthesia,https://www.synthesia.io/,GenAI,Startup,Synthesia Limited,"Create Visual Style, Shoot, Previsualize Production, Create Visual Effects",Cloud,Private,TBD,"AI-generated videos involve proprietary models, leading to unclear ownership policies.",An AI video creation platform for generating professional videos with custom avatars and voices.,Cloud Software,"Text, Video",Video,https://www.synthesia.io/legal/terms-of-service,Proprietary,Subscription,Info Not Public,NO,2017,2017,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
8d3067b5-cf10-4066-b1d6-31a91b61c192,Pixian,https://pixian.ai/,GenAI,Startup,Pixian.Ai,"Create Visual Style, Shoot, Previsualize Production, Create Visual Effects",Cloud,Private,TBD,Uses AI to enhance and transform visuals into new creative outputs.,AI image editing tool for background removal and visual refinement.,Cloud Software,Image,Image,https://pixian.ai/policies/terms,Proprietary,Subscription (Freemium),Info Not Public,NO,2022,2022,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
6e523eb0-06a4-4ba9-b8b8-02f131fab88b,Eddie,https://heyeddie.ai/,ML,Startup,Eddie AI,Edit,Cloud,Private,TBD,GPT-powered editing workflows create unique assemblies; novel application of LLMs in NLEs.,"Eddie uses AI to generate story-based rough cuts from long-form footage. Ideal for interviews, podcasts, and docs.",Desktop & Cloud,"Text, Video",Text,https://heyeddie.ai/terms,Proprietary,Subscription (Freemium),Info Not Public,YES,2024,2024,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
10e462da-f57a-493e-874b-74c7762e7e54,AI screenwriter,https://aiscreenwriter.com/,GenAI,Startup,Glassfrog Productions SL,Write Script,Cloud,Private,TBD,"AI-generated scripts may involve pre-trained models, leading to potential ownership ambiguity.",An AI-powered tool for generating screenplays and scriptwriting assistance.,Cloud Software,Text,Text,https://aiscreenwriter.com/frequently-asked-questions/,LLM,Subscription,Info Not Public,YES,2004,2025,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
4ebccd32-33fe-4e71-acd6-061ef3c5e866,Ebsynth,https://ebsynth.com/,GenAI,Startup,ebsynth,"Create Visual Style, Shoot, Previsualize Production, Create Visual Effects",Local,Open Source,TBD,Style-transferred animations are user-created and fully owned.,A style transfer software for converting video frames into hand-painted or stylized animations.,Desktop Software,"Image, Video","3D, Video",https://ebsynth.com/faq.html,Proprietary,Free/License,Info Not Public,NO,2018,2024,Alternative,"Non-traditional financing sources beyond typical venture capital or personal funds. Includes private equity, grants, crowdfunding, debt financing, and convertible notes. Often used to supplement or replace early venture funding."
91cd15e2-6a19-4c01-b74e-071f7eab72f4,Ideogram,https://ideogram.ai/,GenAI,Startup,Ideogram.ai,"Create Visual Style, Shoot, Previsualize Production, Create Visual Effects",Cloud,Private,TBD,Creates unique typographic and visual art using generative AI.,Text-to-image generator focused on typography and artistic visuals.,Cloud Software,Text,Image,https://docs.ideogram.ai/using-ideogram/account-settings/user-management,Diffusion,Subscription (Freemium),Info Not Public,YES,2022,2023,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
0a67022e-edca-4aca-84a7-698b0eaca3c4,Riverside.fm,https://riverside.fm/,ML,Mid,Riverside.fm,"Edit, Previsualize Production",Cloud,Private,LOW,Records and processes unique podcast and video content.,High-quality remote recording tool for video podcasts and interviews.,Cloud Software,"Audio, Video","Audio, Video",https://www.riverside.fm/terms,Proprietary,Subscription,Info Not Public,NO,2020,2020,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
a990f536-68ba-4b9b-af50-b1a174346b4b,Squibler,https://www.squibler.io/,GenAI,Startup,ScriptHop,"Write Script, Create Visual Style, Previsualize Production",Cloud,Private,TBD,"Written content is user-created, granting full ownership.","A writing software designed for authors, offering tools for scriptwriting, book writing, and more.",Cloud Software,Text,Text,https://www.squibler.io/terms-of-service,LLM,Subscription (Freemium),Info Not Public,NO,2012,2018,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
6a64d69d-ea55-4e6f-b8c1-feee499310ca,Descript,https://www.descript.com/,GenAI,Startup,DescriptÃ‚,"Create Visual Style, Shoot, Previsualize Production, Create Visual Effects",Cloud,Private,TBD,Edited audio and video outputs are user-created and fully owned.,"A multimedia editing platform with AI tools for video editing, transcription, and audio enhancements.",Cloud Software,"Audio, Text, Video","Audio, Video",https://www.descript.com/terms,Proprietary,Subscription (Freemium),Info Not Public,NO,2014,2024,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
2320204c-4550-48ae-b794-f6530bb6a5e6,Pick Axe,https://beta.pickaxeproject.com/axe?id=0F121J7UADYA8A636WO9,GenAI,Startup,PickAxe,Write Script,Cloud,Private,TBD,Data insights generated by AI do not result in user-owned content.,A tool for extracting and visualizing data insights using AI and machine learning techniques.,Cloud Software,Text,Video,https://pickaxe.co/,LLM,Subscription (Freemium),Info Not Public,YES,2022,2023,Alternative,"Non-traditional financing sources beyond typical venture capital or personal funds. Includes private equity, grants, crowdfunding, debt financing, and convertible notes. Often used to supplement or replace early venture funding."
dbce4291-d1a5-440c-937d-175cd6f1b9a6,Neutone,https://neutone.ai/,GenAI,Startup,Neutone,"Create Sound, Create Music, Mix Audio",Cloud,Private,TBD,Creates original audio transformations and music effects with AI models.,AI audio plugin platform for real-time music and sound transformation.,Cloud Software,Audio,Audio,https://neutone.ai/terms,Proprietary,Free/License,Info Not Public,NO,2020,2024,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
0f451b58-ce2b-401d-9285-fb06fdf60496,Plask,https://plask.ai/,GenAI,Startup,Plask USA Inc.,"Create Visual Effects, Previsualize Production",Cloud,Private,TBD,Motion capture animations created by users are fully owned.,A motion capture tool that uses AI to capture and animate human movement from video inputs.,Cloud Software,"3D, Video","3D, Video",https://plask.ai/en-US/docs/100002,Proprietary,Subscription (Freemium),Info Not Public,YES,2024,2024,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
421dff07-d0ae-47e6-a112-0edad09c8e5b,Audio Design Desk,https://add.app/,GenAI,Growth,"Audio Design Desk, LLC","Create Sound, Create Music, Mix Audio",Local,Private,TBD,Combines a large sound library with real-time AI-assisted sync and replacement tools.,"Audio Design Desk is a DAW for video that uses AI to add, swap, and sync sound effects and music to footage in real time.",Desktop & Cloud,"Audio, Text, Video",Audio,https://add.app/usage-rights/,Proprietary,Subscription,Info Not Public,NO,2017,2019,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
c26b0b0b-4ce0-42f3-aef4-8b45fc82c66a,Scripthop,https://www.scripthop.com/,GenAI,Startup,ScriptHop,Write Script,Cloud,Private,TBD,Script management outputs are user-generated and fully owned.,"A script management tool for collaboration, organization, and analytics in the film industry.",Cloud Software,Text,Text,https://scripthop.com/legal/terms-of-service,LLM,Subscription (Freemium),Info Not Public,NO,2019,2017,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
5443c9a2-08d6-4dfa-b321-d416b53da20b,Depthify.ai,https://www.depthify.ai/,GenAI,Startup,Depthify.ai,"Create Visual Style, Previsualize Production, Create Visual Effects",Cloud,Private,TBD,AI-generated depth effects on images may involve proprietary algorithms and policies.,An AI-driven tool for adding depth and 3D effects to 2D images and visual content.,Desktop & Cloud,"Image, Video",Image,https://www.depth.ai/terms-conditions,Proprietary,Subscription,Info Not Public,YES,2025,2024,Self,"Companies financed primarily by the foundersâ€™ own money or by reinvesting profits, without outside investors. Often called bootstrapping, this approach allows complete control and avoids dilution of ownership."
05bd2e6c-71c1-4076-b56c-26a1e8a07f52,Cuebric,https://cuebric.com/,GenAI,Startup,Cuebric,"Create Visual Style, Shoot, Previsualize Production, Create Visual Effects",Cloud,Private,TBD,Produces new virtual environments and concept visuals with generative AI.,AI tool for generating virtual environments and backgrounds for film/TV.,Cloud Software,"Image, Text",Image,https://cuebric.com/terms-and-conditions,Diffusion,Subscription,Info Not Public,NO,2022,2024,Seed,"The earliest stage of external funding that supports product development, market research, and initial growth. This includes Angel funding, Pre-Seed, Series A/B/C rounds, and early-stage venture capital."
